,iNKT_VD1,iNKT_VD2,DysiNKTD1,DysiNKTD2,iNKTD1,iNKTD2
ENSG00000240224,0,0,0,0,0,0
ENSG00000240225,2.674847,3.315213,4.432157,2.568233,1.450445,3.041151
ENSG00000240230,12.202417,10.690957,16.489193,19.500802,10.871597,10.649629
ENSG00000240231,0,0,0,0,0,0
ENSG00000240236,0,0,0,0,0,0
ENSG00000240237,0,0,0,0,0,0
ENSG00000240238,0,0,0,0,0,0
ENSG00000240244,0,0,0,0,0,0
ENSG00000240246,0,0,0,0,0,0
ENSG00000240247,0,0,0,0,0,0
ENSG00000240253,0,0,0,0,0.271177,0
ENSG00000240255,0,0,0,0,0,0
ENSG00000240265,0,0,0,0,0,0
ENSG00000240268,0,0,0,0,0,0
ENSG00000240270,0,0,0,0,0,0
ENSG00000240271,0,0,0,0,0,0
ENSG00000240280,0,0.112026,0.112826,0.471131,0.033138,0.177475
ENSG00000240281,0,0,0,0,0,0
ENSG00000240286,0,0,0,0,0,0
ENSG00000240296,0,0,0,0,0,0
ENSG00000240298,0,0,0,0,0,0
ENSG00000240303,22.770877,26.710498,32.543593,38.687093,5.169614,18.576393
ENSG00000240305,0,0,0,0,0,0
ENSG00000240309,0,0,0,0,0,0
ENSG00000240311,0.219698,0,0,0,0,0
ENSG00000240320,0,0,0,0,0,0
ENSG00000240328,0.745891,0,0.914347,0,0,0
ENSG00000240338,0,0,0,0,0,0
ENSG00000240342,224.513847,166.34579,120.866597,104.359442,185.716893,124.751581
ENSG00000240344,61.177189,63.634455,71.648762,57.267203,58.37001,60.309393
ENSG00000240356,10.636941,6.0401,7.827191,9.301481,8.720712,5.397334
ENSG00000240359,0,0,0,0,0,0
ENSG00000240361,0,0,0,0,0,0
ENSG00000240364,0,0,0,0,0,0
ENSG00000240366,0,0,0,0,0,0
ENSG00000240370,19.274332,17.894469,12.404335,13.527565,16.973663,15.414962
ENSG00000240371,0,0,0,0,0,0
ENSG00000240375,0,0,0,0,0,0
ENSG00000240376,0,0,0,0,0.136482,0
ENSG00000240382,0,0,0,0,0,0
ENSG00000240385,0,0,0,0,0,0
ENSG00000240386,0,0,0,0,0,0
ENSG00000240388,0,0,0,0,0,0
ENSG00000240392,0,0,0,0,0,0.214336
ENSG00000240393,0,0,0,0,0,0
ENSG00000240395,0.112129,0,0,0,0,0
ENSG00000240399,0.524767,1.238596,0.329468,1.169286,1.458455,1.043034
ENSG00000240403,0,0,0,0,0,0
ENSG00000240404,0,0,0,0,0,0
ENSG00000240409,0,0,4.371864,0,0,0
ENSG00000240411,0,0,0,0,0,0
ENSG00000240412,0,0,0,0,0,0
ENSG00000240416,0,0,0,0,0,0
ENSG00000240418,0,0,0,0,0,0
ENSG00000240419,0,0,0,0,0,0
ENSG00000240424,0,0,0,0,0,0
ENSG00000240426,0,0,0,0,0,0
ENSG00000240427,0,0,0,0,0,0
ENSG00000240429,0.345319,0.684534,0.433777,0.305503,1.156312,0.477958
ENSG00000240432,0,0,0,0,0,0
ENSG00000240433,0,0,0,0,0,0
ENSG00000240435,1.564945,1.677815,2.874943,0,0.590569,1.58848
ENSG00000240436,0,0,0,0,0,0
ENSG00000240438,0,0,0,0,0,0
ENSG00000240441,0,0,0.307342,0,0,0
ENSG00000240443,0,0,0,0,0,0
ENSG00000240445,0.607823,1.051787,1.951237,1.388947,1.231485,1.181447
ENSG00000240452,0,0,0,0,0,0
ENSG00000240454,0,0,0,0,0,0
ENSG00000240458,0,0,0,0,0,0
ENSG00000240459,0,0,0,0,0,0
ENSG00000240463,0.737947,0,1.836474,1.250685,0.275552,1.852233
ENSG00000240471,0,0,0,0,0,0
ENSG00000240477,0,0,0,0,0,0
ENSG00000240480,0,0,0,0,0,0
ENSG00000240484,0,0,0,0,0,0
ENSG00000240486,0,0,0,0,0,0
ENSG00000240487,0,0,0.189249,0.166809,0,0.198771
ENSG00000240489,0,0,0,0,0,0
ENSG00000240494,0,0,0,0,0,0
ENSG00000240505,0,0,0,0,0,0
ENSG00000240509,0,0,0,0,0,0
ENSG00000240511,0,0,0,0,0,0
ENSG00000240513,0,0,0,0,0,0
ENSG00000240518,0,0,0,0,0,0
ENSG00000240519,0,0,0,0,0,0
ENSG00000240520,0.162158,0,0,0,0,0
ENSG00000240522,0,0,0,0,0,0
ENSG00000240531,0,0,2.229335,0.509997,0,0
ENSG00000240534,0,0,0,0,0,0
ENSG00000240540,0,0,0,0,0,0
ENSG00000240542,0,0,0,0,0,0
ENSG00000240554,0,0,0,0,0,0
ENSG00000240563,0.85745,0.877903,1.026859,0.791735,0.330754,0.533462
ENSG00000240566,0,0,0,0,0,0
ENSG00000240568,0,0,0,0,0,0
ENSG00000240572,0,0,0,0,0,0
ENSG00000240579,0,0,0,0,0,0
ENSG00000240583,0.103347,0,0.522125,0.136213,0,0.218092
ENSG00000240590,0,0,0,0,0,0
ENSG00000240592,2.180889,2.543598,0.330929,0,0,2.856143
ENSG00000240601,0,0,0,0,0,0
ENSG00000240602,0,0.229481,5.214215,0.848328,0,0
ENSG00000240611,0,0,0,0,0,0
ENSG00000240616,1.812838,1.609722,2.626116,2.1762,0.413502,0.831799
ENSG00000240621,0,0,0,0,0,0
ENSG00000240622,0,0,0,0,0,0
ENSG00000240624,0,0,0,0,0,0
ENSG00000240627,0,0,0,0,0,0
ENSG00000240631,0,0,0,0,0,0
ENSG00000240632,0,0,0,0,0,0
ENSG00000240634,0,0,0.393126,0,0,0.15582
ENSG00000240651,0,0,0,0,0,0
ENSG00000240652,0,0,0,0,0,0
ENSG00000240654,0.130833,0.045567,0.109667,0.144918,0.064478,0
ENSG00000240661,0,0,0,0,0,0
ENSG00000240665,0,0,0,0,0,0
ENSG00000240667,0,0.23138,0.275224,0.984613,0,0.219174
ENSG00000240668,0,0,0,0,0,0
ENSG00000240669,0,0,0,1.13948,0,0
ENSG00000240671,0,0,0,0,0,0
ENSG00000240673,0,0,0,0,0,0
ENSG00000240674,0,0,0,0,0,0
ENSG00000240677,0,0,0,0,0,0
ENSG00000240680,1.070692,0,0,0,0,0
ENSG00000240682,34.556818,43.121582,33.641108,31.964564,51.975442,38.951389
ENSG00000240694,0.335218,0.489721,0.559422,0.428605,0.129223,0.502582
ENSG00000240695,0.144737,0.455774,1.998669,0.322784,0.321943,0.144084
ENSG00000240698,0,0,0,0,0,0
ENSG00000240704,0,0,0,0,0,0
ENSG00000240720,0.113339,0,0.359073,0.281014,0,0.226872
ENSG00000240721,0,0,0,0,0,0
ENSG00000240724,0,0,0,0,0,0
ENSG00000240729,0.621928,0,1.940227,0.350283,0,0
ENSG00000240738,0,0,0,0,0,0
ENSG00000240739,0,0,0,0,0,0
ENSG00000240747,0,0.267605,0,0,0,0
ENSG00000240751,0,0,0,0,0,0
ENSG00000240752,0,0,0,0,0,0
ENSG00000240755,0.212894,0,0,0,1.423663,0.212327
ENSG00000240759,2.044621,0,0,0,0,0
ENSG00000240760,0,0,0,0,0,0
ENSG00000240761,0,0,0,0,0,0
ENSG00000240764,0,0,0,0,0,0
ENSG00000240771,1.267974,0.62441,2.756953,0.503109,0.397686,0.207092
ENSG00000240774,0,0,0,0,0,0
ENSG00000240775,0,0,0,0,0,0
ENSG00000240776,0,0,0,0,0,0
ENSG00000240785,0,0,0,0,0,0
ENSG00000240787,0.422618,0,0,0,0,0
ENSG00000240791,0,0,0,0,0,0
ENSG00000240793,0,0,0,0,0,0
ENSG00000240796,0,0,0,0,0,0
ENSG00000240804,0,0,0,0,0,0
ENSG00000240808,0,2.805946,1.58555,0,0,2.642864
ENSG00000240809,0,0.186416,0.149408,0.065895,0.131855,0.412146
ENSG00000240813,0,0,0,0,0,0
ENSG00000240821,0.212236,0,0,0,0,0
ENSG00000240824,0,0,0,0,0,0
ENSG00000240827,0,0,0,0.257842,0,0
ENSG00000240828,0,0,0,0,0,0
ENSG00000240846,0,0,0,0,0,0
ENSG00000240849,21.350972,25.969466,19.254884,22.761887,39.447068,35.834851
ENSG00000240854,0.065122,0,0,0,0,0
ENSG00000240857,11.123331,14.28196,14.457178,17.596497,14.506266,16.248975
ENSG00000240861,0,0,0,0,0,0
ENSG00000240864,0,0,0,0,0.413119,0
ENSG00000240870,0,0,0,0,0,0
ENSG00000240871,0,0,0,0,0,0
ENSG00000240873,0,0,0,0,0,0
ENSG00000240874,0,0,0,0,0,0
ENSG00000240881,0,0,0,0,0,0
ENSG00000240882,0,0,0,0,0.156885,0
ENSG00000240890,0,0,0,0,0,0
ENSG00000240891,17.648068,19.232905,22.116038,17.789242,11.660174,15.816874
ENSG00000240898,0.301455,0,0.376356,0.339388,0,0
ENSG00000240902,0,0,0,0,0,0
ENSG00000240912,0,0,0,0,0,0
ENSG00000240914,0,0,0,0,0,0
ENSG00000240919,0,0,0,0,0,0
ENSG00000240925,0,0,0,0,0,0
ENSG00000240929,0,0,0,0,0,1.086488
ENSG00000240934,0,0,0,0,0,0
ENSG00000240935,1.874228,2.971198,4.287517,7.389651,2.095608,3.128756
ENSG00000240950,0,0,0,0.203329,0,0
ENSG00000240951,0,0,0,0,0,0
ENSG00000240954,19.543659,32.665125,22.454184,37.998228,21.462189,35.875973
ENSG00000240957,0,0,0,0.057467,0,0
ENSG00000240959,0,0,0,0,0,0
ENSG00000240960,0,0,0,0,0,0
ENSG00000240970,0,0,0.947885,0,0,0
ENSG00000240974,0,0,0,0,0,0
ENSG00000240975,0,0,0,0,0,0
ENSG00000240979,0,0,0,0,0,0
ENSG00000240983,0,0,0,0,0,0
ENSG00000240991,0,0,0,0,0,0
ENSG00000240992,0,0,0,0,0,0
ENSG00000240995,0,0,0,0,0,0
ENSG00000241002,0,0,0,0,0,0
ENSG00000241003,0,0,0,0,0,0
ENSG00000241007,0,0,0,0,0,0
ENSG00000241011,0,0,0,0,0,0
ENSG00000241014,0.767493,1.503252,3.807932,3.668381,0,2.355911
ENSG00000241015,7.471943,7.900511,9.289142,10.677089,7.690812,15.282376
ENSG00000241018,0,0,0,0,0,0
ENSG00000241020,2.440323,0,0,0,2.884123,2.473651
ENSG00000241022,0,0,0,0,0,0
ENSG00000241026,0,0,0,0,0,0
ENSG00000241030,0.34685,0.367261,0,0,0,0
ENSG00000241035,0,0,0,0,0,0
ENSG00000241045,0,0,0,0,0,0
ENSG00000241052,0,0,0,0,0,0
ENSG00000241057,1.154184,0.407674,1.169082,0.512503,0.227741,0.152579
ENSG00000241058,18.129647,23.619627,23.472036,28.125956,13.14781,16.205321
ENSG00000241061,0,0,0,0,0,0
ENSG00000241069,0,0,0,0,0,0
ENSG00000241081,0,0,0,0,0.85239,0
ENSG00000241088,0,0,0,0,0,0
ENSG00000241095,0,0,0,0,0.040598,0
ENSG00000241097,0,0,0,0,0,0
ENSG00000241102,0,0,0,0,0,0
ENSG00000241103,0,0,0,0,0,0
ENSG00000241104,0,0,0,0,0,0
ENSG00000241105,0,0,0,0,0,0
ENSG00000241106,0.012474,0.50026,0.488085,0.65874,0,0.054246
ENSG00000241112,0.396265,0.420436,0,0.448375,0.592419,0.398296
ENSG00000241114,0,0,0,0,0,0
ENSG00000241119,0,0,0,0,0,0
ENSG00000241120,0,1.4364,1.623439,0,0,0
ENSG00000241123,0,0,0,0,0,0
ENSG00000241127,17.634057,17.160073,18.224708,17.730309,8.686095,11.983516
ENSG00000241128,0,0,0,0,0,0
ENSG00000241129,0.737947,0,0,2.084475,0,0.577988
ENSG00000241130,0,0,0,0,0,0
ENSG00000241132,9.503231,0,8.545377,0,3.869253,0
ENSG00000241134,7.931859,10.111834,18.957393,2.054864,1.171349,0.648836
ENSG00000241136,0,0,0,0,0,0
ENSG00000241143,0,0,0,0,0,0
ENSG00000241146,0,0,0,0.108831,0,0
ENSG00000241149,0,0,0,0,0,0
ENSG00000241157,0,0,0.781471,0,0,0
ENSG00000241166,0,0,0,0,0,0
ENSG00000241170,12.428279,6.941154,11.42473,3.895244,1.400001,4.50772
ENSG00000241179,0,0,0,0,0,0
ENSG00000241183,0,0,0,0,0,0
ENSG00000241185,0,0.262711,0,0.838889,0,0
ENSG00000241186,0,0,0,0,0,0
ENSG00000241187,0,0,0,0,0,0
ENSG00000241200,0,0,0,0,0,0
ENSG00000241203,0,0,0,0,0,0
ENSG00000241204,0,0,0,0,0,0
ENSG00000241207,0,0,0,0,0,0
ENSG00000241216,0,0,0,0,0,0
ENSG00000241218,0,0,0,0,0,0
ENSG00000241221,0,0,0,0,0,0
ENSG00000241224,0,0,0,0,0,0
ENSG00000241225,0,0,0,0,0,0
ENSG00000241228,0,0,0,0,0,0
ENSG00000241233,0.222123,0,0,0,0,0
ENSG00000241241,0,0,0,0,0,0
ENSG00000241244,0,0,0,0,0,0
ENSG00000241250,0,0,0,0,0,0
ENSG00000241251,0,0,0,0,0,0
ENSG00000241253,0,0.043487,0.076872,0,0,0
ENSG00000241255,3.250824,0.493918,0.575253,1.581334,0.347915,0.936037
ENSG00000241257,0,0,0,0,0,0
ENSG00000241258,19.068742,15.571233,25.623856,20.735329,22.825248,24.480415
ENSG00000241261,0,0,0,0,0,0
ENSG00000241278,0,0,0.103913,0,0,0
ENSG00000241281,0,0,0,0,0,0
ENSG00000241282,0,0,0,0,0,0
ENSG00000241286,0.231049,0,0,0,0,0
ENSG00000241293,0,0,0,0,0,0
ENSG00000241294,0,0,0,0,0,0
ENSG00000241296,3.888512,0,0.317892,0.377008,0,0
ENSG00000241305,0,0,0,0,0,0
ENSG00000241307,0,0,0,0,0,0
ENSG00000241318,0,0,0.641481,0,0,0
ENSG00000241319,0,0,0,0,0,0
ENSG00000241322,0.126131,0,0,0.483292,0,0
ENSG00000241334,0,0,0,0,0,0
ENSG00000241343,2721.569392,1944.168511,1724.539666,1451.922229,1674.152275,1470.494319
ENSG00000241344,0,0,0,0,0,0
ENSG00000241346,0,0,0,8.054982,0,0
ENSG00000241350,0,0.227344,1.081453,0.242826,0,0.424467
ENSG00000241351,0,0,0,0,0.372609,0
ENSG00000241352,0,0,0.171259,0,0,0
ENSG00000241353,0,0,0.205741,0,0,0
ENSG00000241354,0,0,0,0,0,0
ENSG00000241356,0,0,0,0,0,0
ENSG00000241358,0,0,0,0,0,0
ENSG00000241360,37.217425,16.421041,12.638942,6.739515,23.414703,17.18378
ENSG00000241361,0,0.21858,0,1.075514,0,0.621343
ENSG00000241362,0,1.151876,3.917305,1.22727,0.810577,0
ENSG00000241367,0,0,0,0,0,0
ENSG00000241370,0.160709,1.29972,0.986483,1.913157,0.626649,1.275165
ENSG00000241385,0,0,0,0,0,0
ENSG00000241386,0.012474,0.79377,0,1.168488,0,0.223274
ENSG00000241394,60.812585,170.79519,77.473021,129.100076,75.679236,122.772869
ENSG00000241399,0.793527,0.512283,1.055266,0.711539,0.263425,0.832181
ENSG00000241400,0.624657,0,0,0,0,0
ENSG00000241404,0,0,2.813741,0,0,0
ENSG00000241411,0,0,0,0,0,0
ENSG00000241416,0,0,0,0,0,0
ENSG00000241418,0,0,0,0,0.19991,0
ENSG00000241423,0,0,0,0,0,0
ENSG00000241429,0,0,0,0,0,0
ENSG00000241431,0,0,0,0,0,0
ENSG00000241434,0,0,0,0,0,0
ENSG00000241438,0,0,0,0,0,0
ENSG00000241439,0,0,0,0,0,0
ENSG00000241451,0,0,0,0,0,0
ENSG00000241458,0,0,0,0,0,0.188737
ENSG00000241462,0,0,0,0,0,0
ENSG00000241464,0,0,0,0,0,0
ENSG00000241468,328.378877,377.216842,263.727588,403.363535,966.786232,668.936333
ENSG00000241473,0,0,0,0,0,0
ENSG00000241476,0,0,0,0,0,0
ENSG00000241478,0,0,0,0,0,0.040281
ENSG00000241484,2.12912,0.332278,3.335179,0.106634,0,0.025638
ENSG00000241489,55.051711,61.847345,89.044053,81.513894,12.964453,32.929616
ENSG00000241493,0,0,0,0,0,0
ENSG00000241494,0,0,0,0.423767,0,0
ENSG00000241499,0,0,0,0,0,0
ENSG00000241506,2.240932,0,2.535497,0,4.095959,3.182656
ENSG00000241511,0.483398,1.543234,0,1.647209,0,0
ENSG00000241526,0,0,0,0,0,0
ENSG00000241527,0.634448,0,1.195491,0.235213,0,0
ENSG00000241532,0,0,0.09014,0,0,0
ENSG00000241535,0,0,0,0,0,0
ENSG00000241537,0,0,0,0,0,0.100612
ENSG00000241539,0,0,0.471418,0,0,0
ENSG00000241546,0,0,0,0,0,0
ENSG00000241547,6.129037,4.094784,4.425632,3.27236,0.240535,4.525431
ENSG00000241549,6.341368,6.895391,9.062318,12.309139,3.606727,7.670603
ENSG00000241553,122.674936,127.570029,126.268174,165.405221,291.876351,233.981492
ENSG00000241556,0,0,0,0,0,0
ENSG00000241562,0,0,0,0,0,0
ENSG00000241563,0,0.100162,0,0,0,0.323868
ENSG00000241566,0,0,0,0,0,0
ENSG00000241571,0,0.210536,0.197909,0,0,0
ENSG00000241573,0,0,0,0,0,0
ENSG00000241582,0,0,0,0,0,0
ENSG00000241590,0,0,0,0,0,0
ENSG00000241592,0,0,0,0,0,0
ENSG00000241595,0,0,0,0,0,0
ENSG00000241597,0,0,0.531904,0,0,0
ENSG00000241598,0,0.178402,0,0,0,0
ENSG00000241607,0,0,0,0,0,0
ENSG00000241612,0,0,0,0,0,0
ENSG00000241621,0,0,0,0,0,0
ENSG00000241622,0,0,0,0,0,0
ENSG00000241627,0.091241,0,0,0,0,0.045396
ENSG00000241634,5.955044,10.85645,6.429757,7.300974,5.843362,7.037102
ENSG00000241635,0,0,0,0,0,0
ENSG00000241640,0,0,0,0,0,0
ENSG00000241641,0,0,0,0,0,0
ENSG00000241644,0.510968,0.275983,0.717208,0.560798,0.490936,0.893854
ENSG00000241651,0,0,0,0,0,0
ENSG00000241654,0,0,0,0,0,0
ENSG00000241656,0,0,0,0,0,0
ENSG00000241661,0,0,0,0,0,0
ENSG00000241668,0,0,0,0,0,0
ENSG00000241671,0,0,0,0,0,0
ENSG00000241673,0,0,0,0,0,0
ENSG00000241674,0,0,2.837649,0,0,0
ENSG00000241678,0.613634,1.297353,2.297702,2.764226,1.371973,2.458
ENSG00000241680,0,0,0,0,0,0
ENSG00000241685,36.141498,42.789203,39.090763,46.351636,38.79446,49.074753
ENSG00000241690,0,0,0,0,0,0
ENSG00000241695,0,0,0,0,0,0
ENSG00000241697,0.072458,0,0,0,0,0
ENSG00000241713,0,0,0.130685,0,0,1.861966
ENSG00000241717,0,0,0,0,0,0
ENSG00000241721,0,0,0,0,0,0
ENSG00000241722,0,0,0,0,0,0
ENSG00000241723,0,0,0,0,0,0
ENSG00000241735,0.082098,0,0.078435,0.138405,0,0.244333
ENSG00000241738,0.080996,0.042309,0.152765,0.044849,0,0.120273
ENSG00000241739,0,0,0,0,0,0
ENSG00000241741,0.127071,0,0,0,0,0
ENSG00000241744,0,0,0,0,0,0
ENSG00000241746,0,0,0,0,0,0
ENSG00000241749,0,0,0,0,0,0
ENSG00000241755,0,0,0,0,0,0
ENSG00000241765,0,0,0,0,0.573578,0
ENSG00000241776,0,0,0,0,0,0
ENSG00000241777,0,0,0,0,0,0
ENSG00000241782,0,0,2.349116,0,0,0.314315
ENSG00000241787,0,0,0,0,0,0
ENSG00000241788,0,0,0,0,0,0
ENSG00000241790,0,0,0,0,0,0
ENSG00000241794,0,0.159004,0,0,0,0
ENSG00000241804,0,0,0,0,0,0
ENSG00000241808,0,0,0,0,0,0
ENSG00000241809,0,0,0,0,0,0
ENSG00000241810,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,0,0
ENSG00000241822,0,0,0,0.057467,0,0
ENSG00000241825,0.162158,0,0,0,0,0
ENSG00000241828,0,0,0,0,0,0
ENSG00000241829,0,0,0,0,0,0
ENSG00000241837,96.015023,115.377412,101.736339,123.54803,209.702581,165.240075
ENSG00000241838,0,0,0,0,0,0
ENSG00000241839,36.988544,40.438874,41.756524,36.735445,37.758383,36.528052
ENSG00000241846,0,0,0,0,0,0
ENSG00000241852,9.938257,10.98533,12.129064,7.580372,2.446792,7.261571
ENSG00000241853,0,0,0,0,0,0
ENSG00000241859,0.364198,0,1.006215,0,0.270051,0
ENSG00000241861,0,0,0,0,0,0
ENSG00000241863,0,0,0,0,0,0
ENSG00000241870,0,0,0,0,0,0
ENSG00000241874,0,0,0,0,0,0
ENSG00000241877,0,0,0,0,0,0
ENSG00000241878,16.52125,16.550664,17.834292,15.54505,15.217009,18.608295
ENSG00000241879,0,0,0,0,0,0
ENSG00000241888,0,0,0,0,0,0
ENSG00000241889,0,0,0.900913,0.800154,0.31924,0
ENSG00000241890,0,0,0,0,0,0
ENSG00000241891,0,0,0,0,0,0
ENSG00000241899,0,0,0,0,0,0
ENSG00000241905,0,0,0,0,0,0
ENSG00000241907,0,0,0,0,0,0
ENSG00000241910,0.012474,0,0,0.048515,0,0.054246
ENSG00000241911,0,0,0,0,0,0
ENSG00000241913,0,8.42846,0,0,0,0
ENSG00000241917,0,0,0,0,0,0
ENSG00000241923,0.187365,0,0.23497,0.209501,0.556409,0
ENSG00000241926,0,0,0,0,0,0
ENSG00000241929,0,0,0,0,0,0
ENSG00000241932,0,0,0,0,0,0
ENSG00000241935,0.82713,1.316099,1.039929,1.264548,0.844195,1.442453
ENSG00000241941,0,0,0,0,0,0
ENSG00000241942,0,0,0,0,0,0
ENSG00000241945,15.653727,9.172493,13.647286,7.730364,10.713926,11.183909
ENSG00000241946,0,0,0,0,0,0
ENSG00000241947,0,0,0,0,0,0
ENSG00000241950,0,0,0,0,0,0
ENSG00000241961,0,0,0,0,0,0
ENSG00000241962,0.052945,2.306699,1.044527,1.203759,0.0822,0.665359
ENSG00000241965,0,0,0,0,0,0
ENSG00000241973,74.253313,69.020015,82.993759,72.633882,43.492846,55.991635
ENSG00000241975,15.192724,27.553572,33.623453,40.131201,10.059403,12.548925
ENSG00000241978,28.271067,32.523002,40.305335,31.293133,72.472983,43.909259
ENSG00000241981,0,0,0,0,0,0
ENSG00000241984,0,0,0,0,0,0
ENSG00000241991,0,0,0,0,0,0
ENSG00000241993,0,0,0,0,0,0
ENSG00000242001,0,0,0,0,0,0
ENSG00000242017,0,0,0,0,0,0
ENSG00000242022,0,0,0,0,0,0
ENSG00000242028,5.366909,8.980906,7.182435,4.39144,2.636375,4.581566
ENSG00000242034,0,0,0,0,0,1.16521
ENSG00000242036,0,0,0,0,0,0
ENSG00000242038,0,7.245231,0.9313,4.484273,0.115296,1.818209
ENSG00000242039,10.816284,2.691657,13.890012,2.151599,2.608957,0.433188
ENSG00000242041,0,0,0,0,0,0
ENSG00000242052,0,0,0.233076,0,0,0
ENSG00000242058,0,0,0,0,0,0
ENSG00000242060,0,0.134773,0,0,0.095222,0
ENSG00000242061,0,0,0,0,0,0
ENSG00000242062,0,0,0,0,0,0
ENSG00000242067,0,0,0,0,0,0
ENSG00000242068,0,0,0,0,0,0
ENSG00000242070,0,0,0,0,0,0
ENSG00000242071,0,0.145499,0,0,0,0
ENSG00000242073,3.710105,5.289827,5.451937,12.478818,2.28332,5.58454
ENSG00000242076,0,0,0,0,1.202212,0
ENSG00000242080,0,0,0,0,0,0
ENSG00000242083,0,0,0,0,0,0
ENSG00000242085,1.337905,1.430897,0.821989,3.057624,0,0
ENSG00000242087,0,0,0,0,0,0
ENSG00000242088,0,0,0,0,0,0
ENSG00000242092,0,0,0,0,0,0
ENSG00000242097,0,0,0,0,0,0
ENSG00000242100,0,0,0,0,0,0
ENSG00000242103,0,0,0,0,0,0
ENSG00000242104,0,0.074255,0,0,0,0
ENSG00000242109,0,0,0,0,0,0
ENSG00000242110,4.575407,5.854746,6.120809,8.537565,7.361757,10.666199
ENSG00000242111,0,0.027408,0,0,0,0
ENSG00000242114,44.810161,29.506027,26.24612,21.02024,41.331882,32.945921
ENSG00000242119,0,0,0,0,0,0
ENSG00000242120,0,0,0,0,0,0
ENSG00000242123,0,0,0,0,0,0
ENSG00000242134,0,0,0.190084,0.168937,0.224611,0
ENSG00000242135,0,0,0,0,0,0
ENSG00000242137,0,0,0,0,0,0
ENSG00000242140,0,0,0,0,0,0
ENSG00000242142,0.248161,0.26024,0.467474,0.276346,0,0
ENSG00000242151,0,0,0,0,0,0
ENSG00000242152,0,0,0,0,0,0
ENSG00000242153,0,0,0,0,0,0
ENSG00000242156,0,0,0,0,0,0
ENSG00000242159,0,0,0,0,0,0
ENSG00000242162,0,0,0,0,0,0
ENSG00000242163,0,0,0,0,0,0
ENSG00000242169,0,0,0,0,0,0
ENSG00000242173,0,1.008307,0.124417,0,0,0.09828
ENSG00000242176,0,0,0,0,0,0
ENSG00000242178,0,0,0,0,0,0
ENSG00000242186,0,0,0,0,0,0
ENSG00000242193,0.089541,0.248345,0.337817,0.264242,0.088221,0.118134
ENSG00000242195,0,0,0,0,0,0
ENSG00000242197,0,0,0,0,0,0
ENSG00000242198,0,0,0,0,0,0
ENSG00000242199,0,0,0,0,0,0
ENSG00000242206,0,0,0,0,0,0
ENSG00000242208,0,0,0,0,0,0
ENSG00000242209,0,0,0,0,0,0
ENSG00000242214,0,0,0,0,0,0
ENSG00000242220,0.341898,1.120588,1.610648,0.321417,0.320586,0.429952
ENSG00000242221,0,0,0,0,0,0
ENSG00000242222,0,0,0,0,0,0
ENSG00000242227,0,0,0,0.784258,0,0
ENSG00000242229,0,0,0,0,0,0
ENSG00000242244,0,0,0,0,0,0
ENSG00000242246,0,0,0,0,0,0
ENSG00000242247,58.441328,49.229538,70.205668,70.256732,49.756359,66.193462
ENSG00000242248,0,0,0,0,0,0
ENSG00000242252,1.06812,0.426041,2.883683,1.74071,0.366376,1.035215
ENSG00000242255,0,0,0,0,0,0
ENSG00000242259,34.676753,28.197504,38.006497,35.90621,35.293084,35.167445
ENSG00000242261,0,0,0,0,0,0.175921
ENSG00000242262,0,0,0,0,0,0
ENSG00000242265,3.782611,1.316964,0.855165,0.049466,0.24706,0
ENSG00000242267,1.206379,1.780445,4.275655,4.060163,0.717736,2.182286
ENSG00000242272,0,0,0,0,0,0
ENSG00000242276,0,0,0,0,0,0
ENSG00000242278,0,0,0,0,0,0
ENSG00000242279,0,0,0,0.142054,0,0
ENSG00000242280,0,0,0,0,0,0
ENSG00000242285,0,0,0,0,0,0
ENSG00000242291,0,0,0,0,0,0
ENSG00000242292,0,0,0,0,0,0
ENSG00000242293,0,0,0,0,0,0
ENSG00000242294,83.248516,93.224744,127.402094,113.929083,28.367247,63.282023
ENSG00000242295,0,0,0,0,0,0
ENSG00000242296,0,0,0,0,0,0
ENSG00000242299,0.341743,0.736381,0,0,0.251405,0
ENSG00000242307,0,0,0,0,0,0
ENSG00000242308,0,0,0,0,0,0
ENSG00000242314,0,0,0,0,0,0
ENSG00000242318,0,0,0.391519,0.353527,0,0
ENSG00000242320,0,0,0,0,0,0
ENSG00000242321,0,0,0,0,0,0
ENSG00000242324,0,0,0,0,0.24265,0.139285
ENSG00000242325,0,0,0,0,0,0
ENSG00000242326,0,0,0,0,0,0
ENSG00000242327,0,0,0,0,0,0
ENSG00000242329,0,0,0,0,0,0
ENSG00000242335,0,0,0,0,0,0
ENSG00000242337,0,0.054479,0.924304,1.065217,0,0
ENSG00000242338,8.509835,8.724688,10.615049,9.948976,2.294115,5.129613
ENSG00000242352,0,0,0.483803,0.182808,0.024411,0.036982
ENSG00000242353,0,0,0,0,0,0
ENSG00000242358,2.140861,0,0,0,0,0
ENSG00000242361,0.237717,0,13.567621,0,0.819165,1.013799
ENSG00000242362,0,0,0,0,0,0
ENSG00000242364,0,0,0,0,0,0
ENSG00000242365,0,0,0,0,0,0
ENSG00000242366,0,0,0,0,0,0
ENSG00000242371,0,0,0,0,0,0
ENSG00000242372,79.510196,94.830296,54.051849,68.720248,97.62942,78.466941
ENSG00000242386,0,0,0.128442,0,0,0
ENSG00000242387,0,3.563614,0,8.009278,0,3.946168
ENSG00000242389,0,0,0,0,0,0
