SYMBOL,KKKD131,KKKD068,KKU055,KKU213C,KKU213A,SSP25,KKU213B,RBE,TFK1
PTPA,135.98,111.37,155.6,98.68,133.84,182.4,110.5,254.71,158.33
ZNF784,4.5,8.02,2.02,1.88,3.88,2.33,2.29,1.88,2.01
RPS11P7,0,0,0,0.33,0,0,0,0,0
AC010203.1,5.12,1.53,3.4,3.32,3.26,0,2.3,4.86,2.59
SSTR5,0.26,0,0,0.13,0,0,0,0.87,0.06
HIST1H3B,1.6,6.61,1.29,0.43,0.82,9,3.52,1.01,6.22
TRBV10-3,0,0,0,0,0,0,0,0,0
TBC1D10A,16.88,32.44,7.55,18.91,9.75,10.65,11.63,5.92,16.46
CSE1L,264.92,173.74,341.7,358.23,348.22,212.05,256.6,145.04,102.86
ALOX5,7.15,4.42,0,4.24,0.62,0.49,0.66,1.37,48.95
AL049697.2,0,0,0,0,0,0,0,0,0
AGPAT1,12.88,0,0,19.69,23.85,0,18.85,39.68,13.72
RAB4B,18.4,16.72,8.26,8.64,11.74,12.72,10.21,8.04,16.05
CA9,0.05,4.74,0,1.79,0,0.66,2.75,1.94,5.02
MTCYBP16,0,0,0,0,0,0,0,0,0
HLA-DMA,0.67,20.52,0.14,6.3,4.66,2.12,4.56,9.67,8.82
GDPD2,0,0.05,0.27,0.42,0.42,0.08,0.13,0,0.23
FAM90A7P,0,0,0,0,0,0,0,0,0
SECISBP2,29.79,25.21,30.21,25.72,25.38,29.79,31.68,34.64,34.44
RPS9,0.25,5.06,2.21,0.73,0.77,9,0.8,3.64,0
B3GALT6,14.64,14.79,18.36,5.78,12.61,13.25,4.76,7.94,13.36
GTF2H3,75.3,74.55,99.8,115.55,96.16,59.69,105.93,69.38,47.42
AL024498.2,0.17,0.6,0,0,0.17,0.4,0.1,0.09,0.12
ALKBH8,12.36,8,6.91,24.72,4.53,13.08,26.41,3.94,16.23
CCNB2,106.24,72.01,107.62,147.39,186.46,150.75,192.18,92.48,133.93
SOX5,0,2.94,1.03,0.01,0,0.83,0,0.33,0.18
EIF3M,749.01,249.73,927,1044.25,671.34,439.93,464.67,397.96,263.23
PRRC2C,67.34,53.3,124.32,85.57,84.52,91.3,57.87,100.33,93.67
ZNF385B,0.07,0.33,0.5,0.11,0.28,0.34,0.04,0.78,0.35
EIF1AX,136.49,136.31,235.63,243.31,256.36,188.8,183.74,207.37,79.09
AC087588.1,0,0,0.74,0,0,0,0,0,0
KRTAP2-3,3.77,0,0,1.42,12.46,1.54,1.83,0.19,0
FAM187B2P,0.12,1.27,0.33,0,0,0,0.68,0.26,0.15
H1F0,145.89,128.34,107.63,233.66,138.54,58.03,286.42,80.43,412.37
CELA1,0.25,0,0,0,0,0.09,0,0,0
TM4SF5,0.7,0,0,0,0,0,0,0.26,1.36
CYP21A2,0,0,0,0,0.04,0,0,0,0
SPATA22,0.18,0,0,0,0,0,0,0,0
NCKAP5L,5.75,7.11,9.18,2.77,5.12,5.41,3.28,5.41,0.48
CMTM7,18.87,41.52,41.46,33.14,33.92,18.04,39.67,21.51,4.95
COG7,11.69,14.31,11.15,7.84,5.93,10.07,9.65,12.7,17.42
KLK6,1.44,37.14,0,15.23,17.89,37.23,38.65,0.31,7.68
SLC4A11,157.9,4.47,3,37.13,8.92,1.27,20.77,13.96,5.47
TDGF1P2,0,0,0.24,0,0,0,0,0,0
AAED1,7.41,9.24,9.03,10.62,9.91,16.29,8.73,8.58,5.01
QPCT,29.38,42.28,5.14,6.16,7.35,0.13,1.36,0,1.31
PPP1R35,17.78,39.46,22.64,39.38,24.36,34.49,34.2,36.56,21.28
FREM1,0,0.04,0,0,0.02,0.01,0,0.4,0.02
CAP2P1,0,0,0,0,0,0,0,0,0.06
TRIM61,0,0.38,0.23,0.07,0.06,0.05,0.06,0.14,0.18
AC009314.1,0,0,0,0,0,0,0,0,0
TRPV3,0.25,4.62,0.31,0.31,0.37,0.07,0.3,0.1,0.77
PHF1,29.03,45.36,24.19,12.82,17.69,28.33,14.63,30.35,9.33
USP39,168.85,70.24,69.19,47,78.27,80.22,72.79,72.13,47.91
IGKV2-23,0,0,0,0,0,0,0,0,0
RPS6P25,0,0,0.76,0.15,0.15,0,0,0.48,0.14
AL049870.1,0,0,0.78,0,0,0,0,0,0
PKLR,0,0,0.05,0,0,0.18,0,0,0.03
LY6G6D,0,0,0,0,0.13,0,0,0,0
CYP2D6,0.44,0.19,0,0,0,0,0,0,0.16
AKR1C5P,0,0,0,0,0,1.17,0,0,1.38
DDX54,47.96,93.9,76.04,85.66,88.13,80,85.67,94.3,73.34
BCL2L10,0.69,0.6,0.91,0.07,0.66,0.3,0,0,0
SAA1,83.65,2.07,0,876.8,72.71,5.31,56.92,0.65,1.72
NUPR2,0.48,1.03,1.07,0.21,0.82,1,0.71,0.67,0.39
CT47A6,0,0,0,0,0,0,0,0,0
NEO1,9.25,14.32,27.46,5.77,3.25,18.08,6.68,18.84,30.69
AC004099.1,0,0,0.74,0,0,0,0.3,0.29,0
MMEL1,0.19,0.02,0,0.49,0.71,0.19,0.61,0,0.72
RNF148,0,0.07,0.22,0.07,0,0.11,0,0,0.62
NANS,83.14,70.33,42.11,99.71,119.19,126.66,79.04,42.36,130.49
SEH1L,71.14,69.68,69.55,66.62,67.42,37.24,77.21,37.32,33.17
DYNLL1P4,0,0,0,0,0,0,0,0,0
FNDC4,6.97,16.26,1.03,0.52,0.99,9.38,0.68,5.85,0.98
ROPN1,0,0.17,0,0,0,0.11,0,0.16,0
CFB,0.18,0.75,0.17,2.35,0,0.94,1.27,0.9,1.33
PIK3C2G,1.32,0.1,0,1.51,0.97,0.22,2.08,0.04,0.03
KBTBD13,0,0,0,0,0,0,0,0,0
AC026877.1,0.05,0.06,0,0,0,0,0,0.16,0
AC034236.1,0.43,0,0.58,1.19,1.13,0.93,0.48,0.45,1.1
EFCAB3,0.66,0.89,0.06,0.86,1.16,0.87,0,0.16,0.58
TM7SF2,18.76,7.48,10.59,8.98,4.24,0.73,6.95,17.95,12.83
TMEM37,0.24,1.71,1.69,0.14,0.27,1.22,0,8.19,1.61
GLYATL2,0,0.52,0,0,0,2.16,0,0,0
IGHV1-46,0,0,0,0,0,0,0,0,0
CLK1,50.23,45.73,29.35,25.8,45.98,48.16,26.96,44.34,44.08
AL356585.3,0,0,0,0,0,0,0,0,0
NUTM2E,0.12,0,0,0,0,0.27,0,0.04,0
SGSH,12.56,15.5,17.58,4.12,5.19,16.77,7.01,14.53,19.59
PLEC,138.73,274.76,35.27,164.14,256.91,237.2,136.07,92.61,177.75
TMEM265,17.43,23.16,0,31.6,29.55,8.73,21.46,23.14,68.89
TRPV4,3.25,2.03,0.1,2.06,1.54,0.16,1.64,9.63,0.05
PDK4,1.7,2.93,12.03,0.78,1.38,0.29,0.56,5.48,0.75
NBPF1,21.89,30.77,36.37,23.13,20.93,49.1,25.47,17.81,3.67
CLDND2,0.31,0,0,0,0.22,0,0.57,2.62,2.36
CFAP157,0.55,0.23,0.38,0.43,0.21,0.37,0.43,0.48,0.44
FAM8A2P,0,0,0,0,0,0,0,0,0
AC016582.2,0,0,0.09,0,0,0.07,0.3,0.07,0
LYARP1,0,0.12,0,0.06,0.06,0,0.1,0.05,0.12
AC146944.1,0,0,0,0,0,1.98,1.53,3.57,0
MTRF1L,27.64,24.14,22,18.23,27.74,24.71,17.1,15.85,15.09
WDR46,24.41,21.17,38.24,17.4,13.98,52.99,28.76,38.44,0.58
GMPPA,31.67,24.21,13.29,32.07,25.83,55.86,28.78,25.47,55.78
ENTPD2,7.79,0.41,0.08,1.02,2.37,0.27,0.82,2.77,1.64
ERVFRD-1,0.04,0.05,0,0,0,0.02,0.05,0,0.02
SNAP29,31.86,24.86,15.92,36.93,45.54,19.16,29.84,16.05,28.48
NRADDP,0.13,0.17,0.11,0.06,0.33,0.27,0.05,0.27,1.51
UFC1,70.78,447.25,138.17,85.04,96.39,103.14,94.49,136.37,102.94
WDR20,23.11,25.46,15.02,22.55,15.23,16.04,16.15,19.94,37.27
FAM90A23P,0,0,0,0,0,0,0,0,0
MTCH1,162.35,249.96,117.58,119.82,144.98,267.68,151.45,165.69,62.22
INTS6P1,0,0,0,0,0,0,0,0,0
FSD2,0.02,0.05,0.31,0.01,0.06,0.01,0.03,0.02,0.09
PIGU,56.72,31.77,26.07,40.32,32.67,30.23,32.67,36.43,48.11
NEK1,6.75,9.66,7.72,3.78,4,11.85,3.07,6.77,3.95
JKAMPP1,0,0,0,0,0,0,0,0,0
CPA2,0,0,0,0.07,0,0.11,0,0,0
GFRA1,0.01,4.59,6.98,0,0.01,0.05,0,1.21,0
ITPKC,20.55,5.55,4.79,13.68,15.66,4.8,13.99,3.95,23.32
HSPB8,3.92,24.08,0,14.86,16.44,1.18,27.18,27.32,34.36
FANCC,10.6,29.32,18.21,13.59,25.36,28.79,20.51,22.42,4.79
ST8SIA6,0.13,0.68,0,0,0.04,0.5,0.28,0.03,0
NMU,12.78,41.16,68.54,39.99,69.15,10.26,69.96,4.07,1.88
NHLRC4,0.13,0.08,0.04,0,0.04,0.07,0.11,0,0.04
ENPP7P4,0,0,0,0,0,0,0,0,0
SEMG1,0.04,0,0,0,0,0,0,0,0.1
AL049779.2,0.16,0,0,0,0,0,0,0,0
AL583832.1,0,0,0,0,0,0.11,0,0,0
DCAF12,22.74,16.1,26.39,22.98,23.63,28.17,22.69,19,24.78
LIMCH1,1.6,27.69,3.01,1.27,0.53,58.21,1.61,33.65,183.1
KCNK10,0.01,0.03,0.84,0.01,0.01,0.02,0.02,0.01,0.05
FABP5,225.53,75.59,366.67,269.65,246.19,196.42,154.7,177.27,59.82
PCGF5,26.36,28.15,16.93,33.92,29.65,32.1,33.8,23.39,48.99
MROH5,0,0,0,0,0,0,0,0,0
FAM184A,1.65,2.69,2.76,5.07,0.59,1.93,0.29,1.17,0.1
RFKP1,0,0,0,0,0,0,0,0,0
FAM197Y2,0,0,0,0,0,0,0,0,0.07
AC092431.2,1.09,0,0.73,0,0.72,0.58,0,0,0
AC231533.2,0,0,0.83,0.1,0.1,0.17,0.09,0,0
CR392039.2,0,0,0,0,0,0,0.24,0.22,0
IMMP1L,61.22,28.6,89.8,37.41,64.57,27.97,27.76,26.8,16.81
AC215522.1,0.55,0,0,0.36,0.35,1.14,0,0,0.33
EEF1DP3,0,0,0.14,0,0,0,0,0,0
AL591806.3,57.54,74.84,0.99,42.25,61.87,8.88,30.81,10.81,38.01
PSORS1C2,0,0,0,0,0.08,0.07,0,0,0.08
RHBDD1,12.77,25.73,13.29,26.35,17.45,19.87,26.1,19.33,15.38
POLR2J3,14.5,47.28,14.72,7.51,5.85,33.52,13.42,28.71,12.31
GAPDHP22,0,0,0.85,0.84,0.82,0.99,0,0.33,1.54
PPDPFL,0,0.15,0,0,0,0,0,0,0
AC013474.1,0,0,0,0,0,0,0.12,0,0.13
AL451007.1,0.67,0,0,0,0,0,0,0,0.83
RNASEL,1.71,1.36,1.96,2.24,3.09,3.11,2.75,3.74,9.38
NENF,28.22,38.08,48.61,26.57,35.75,89.76,22.4,69.58,36.84
IL24,0,0.19,0,6.29,0.4,0.09,0.05,0,0
PCDHGB8P,0,0.06,0.12,0,0.03,0.02,0.04,0.3,0.04
AC104687.2,1.4,0.61,0,1.25,0.61,0.49,3.6,0,0.57
ARPC1B,141.44,368.34,234.58,138.83,119.24,250.29,169.51,312.47,230.73
GFPT1,37.69,25.68,15.7,19.99,19.57,37.24,17.07,21.36,57.93
MAPRE2,21.11,8.3,16.69,12.17,18.15,17.38,12.48,27.63,7.27
ELOVL5,157.98,222.63,159.69,126.6,157.85,196.22,122.56,199.28,117.36
MGAT3,0.91,0.14,7.46,0.06,0,0.19,0,0.26,0.11
AC023194.2,0,0,0,0,0.42,0,0,0,0
FBN1,2.13,10.85,0.38,0.81,0.65,8.98,0.73,1.18,5.96
NUP50,106.11,44.28,70.64,78.65,61.41,59.31,50.7,26.6,61.74
TMPRSS13,1.42,3.62,0.04,0.72,0.87,0.04,0.67,0.09,8.85
AC010327.1,0,0,0,0,0,0,0,0,0
MYLPF,0.16,0.84,0.21,0,0.2,0,0.18,0,0.19
ALG3,55.07,123.3,60,82.73,105.5,70.97,82.64,49.51,73.04
LYAR,55.48,30.8,141.83,88.57,80.12,43.54,56.64,48.51,34.68
PHACTR1,0.65,0.16,0.06,0.57,0,3.8,0,0,0.55
FOXE1,7.74,2.24,0.21,0.05,0.32,5.56,0,7.8,0
AL139805.1,0,0,0,0,0,0,0,0,0
GSTA9P,0,0,0,0,0,0,0,0,0
ASNSP3,0,0,0.07,0,0,0,0,0.11,0
SLC6A15,4.35,0,0,0,0,8.51,0,0,0
MXI1,8.47,15.24,9.43,19.29,13.6,10.9,19.31,17.28,5.61
EDC3,46.1,31.91,32.21,33.99,31.15,36.02,33.35,27.64,62.05
SEC22C,30.63,59.49,58.08,44.32,40.9,39.3,39.58,30.4,30.69
GRIN3A,0.01,0.01,0,0.02,0,0.03,0.01,0,0
RUNX2,8.81,14.92,0.12,9.46,9.73,33.05,10.12,3.87,1.97
C17orf75,43.49,37.86,26.15,36.9,31.47,33.84,27.93,20.06,22.22
AP000619.2,0,0,0,0,0,0,0,0,0
OR7D1P,0.08,0,0,0,0,0,0,0,0
NDUFA4,85.84,88.57,91.76,79.39,66.04,107.22,53.8,112.96,135.59
LPIN2,8.35,30.25,6.38,14.07,10.5,17.58,12.55,11.97,1.14
TSPAN2,8.19,15.52,0,0.05,0.52,11.68,0.22,0.48,0.38
PDCD1,0,0,0,0.1,0,0.42,10.72,0,0
STAP2,69.6,11.13,18.33,50.09,32.15,10.07,38.27,15.21,14.75
PRELID1P3,0,0,0,0,0,0,0,0,0
AL356653.1,0.42,0,0,0,0,0,0,0,0
WASF4P,0,0,0,0,0,0.05,0.05,0,0
POM121L9P,0.01,0,0.03,0.02,0.03,0.05,0,0.01,0.02
NHEJ1,8.92,15.27,10.67,6.16,10.98,17.48,9.25,13.65,9.8
BX005091.2,0,0,0,0,0,0,0,0,0
SSTR3,0,0.05,0.02,0,0,0,0,0.03,0
LGALS12,0,1.04,0,0,0,0,0,0,0
CSPG4,0.02,1.46,3.23,0.01,0.17,0.91,0.06,0.05,0.01
RGPD5,13.89,10.64,7.39,10.11,6.41,8.31,3.87,7.35,11.5
ERMAP,3.37,9.62,7.44,0.86,4.44,6.62,2.34,6.46,5.22
FAM229A,0.14,1.96,4.59,1.49,3.35,1.95,2.83,5.08,1.78
AFP,0,0.04,0,0,0,7.07,0,0,0
MRPL57P3,0,0,0,0,0,0,0,2.32,0
AL355480.3,0,4.11,0,0,0,0,3.64,0,0
CBX5,38.78,75.85,55.44,25.74,22.91,57.59,21.57,77.14,43.12
BCL2L13,63.84,49.09,45.88,28.06,13.75,55.44,22.5,37.14,64.99
NTS,0.64,0,3.23,0.27,0.07,0,0.13,0,0.13
TSG101,132.87,39.71,70.17,103.34,61.47,46.64,61.97,55.02,73
HSP90AB3P,0.24,0.23,0.16,0.31,0.15,0.29,0.07,0.32,0.04
PRIM1,74.73,60.96,51.19,82.33,90.01,44.49,58.32,77.84,28.6
ANKRD36BP2,0.16,1.05,0.18,2.89,0.57,1.68,1.98,0.55,0.69
ZNF438,3.06,6.92,2.75,1.07,0.88,11.35,0.81,4.43,2.66
ZIC2,8.04,5.24,50.79,19.3,7,2.4,5.61,30.27,13.42
RPEP3,0.13,0,0,0,0,0,0,0.14,0
POU5F1B,0.26,0.47,0.15,0.35,0.03,0.01,0.16,0.67,0.05
CDKL2,0.64,1.37,2.68,0.59,0.54,0.59,2.44,0,0.07
GLT6D1,0,0,0,0,0,0,0,0,0
TTC39CP1,0,0,0,0,0,0,0,0,0
COG2,15.94,12.18,22.15,22.54,26.2,15.35,21.78,35.86,50.67
FAM13A,8.3,12.69,14.67,17.05,4.77,11.08,15.34,0.7,4.46
SETP6,0,0,0.24,0,0.23,0,0,0,0
VANGL2,5.2,7.21,2.37,0.41,0.37,2.64,0.57,7.57,0.96
HSF4,1.43,20.53,6.77,16.27,12.43,12.45,17.75,11.77,14.25
CCDC116,0.14,0.04,0.15,0.04,0.18,0.18,0,0.18,0.04
CFL1P7,0,0,0.31,0,0,0,0.26,0,0
CHDH,0.62,3.21,7.03,0.08,2.67,0.17,0.9,13.72,2.46
TNPO1P2,0,0,0,0,0.03,0,0,0,0
GUSBP3,0,0,0.12,0.32,0.13,0.12,0,0,0.17
RLN2,3.54,1.59,0.31,0.53,1.27,0.62,3.37,0.5,0
AL034379.1,0.9,1.22,0,0,0,0,0,0,1.15
AP002383.3,0.42,0,0,0,0,0,0,0,0
ZNHIT3,80.36,71.8,72.97,68.85,81.81,63.16,62.29,69.55,58.29
FEM1AP1,0,0,0,0,0,0,0,0,0
SPP1,8.86,1.02,4.11,13.21,1.43,462.55,0.81,318.71,1591.66
FSHR,0,0,1.14,0,0,0,0,0,0
MTCYBP14,0.25,0,0,0.16,0,0.39,0.27,0.13,0
NPY6R,0,0,0,0,0,0,0,5.38,0
KRT8P2,0,0,0,0,0.1,0,0,0,0
RPL36AL,211.44,207.13,256.31,358.97,418.6,265.08,317.31,188.92,602.31
PABPC1P2,0,0,0,0,0,0.04,0,0.04,0
CENPV,17.15,40.89,65.68,6.83,21,64.8,16.61,55.25,10.59
AC138747.4,0,0.2,0,0,0,0,0,0,0
NUDT7,2.11,0.54,1.56,3.7,1.77,0.13,4.28,7.47,7.83
PHBP3,0.1,0,0,0,0.13,0,0,0,0
AC140479.1,0.24,0,0,0,0,0,0,0,0
RPL17P22,0.19,0,0,0,0,0,0,0,0
DNAJA1,216.58,196.27,300.91,200.11,205.82,327.69,183.15,129.3,83.3
PCDHA2,0,0,0,0,0,0,0,0.52,0.02
AC012184.2,8.87,1.68,2.31,6.66,9.3,3.32,3.9,2.93,6.64
POLR2J,65.73,145.77,108.34,77.48,73.99,103.53,98.25,78.64,49.79
MAST3,2.09,1.32,1.72,2.18,1.22,1.88,1.4,2.28,0.96
ZNF736P9Y,0,0,0,0,0,0,0,0,1.84
OR9A3P,0,0,0,0.12,0,0.1,0.2,0,0
CLEC2L,4.42,7.4,0,0,0,0,0,0,0
SERPINE1,16.02,218.03,22.03,15.73,13.17,479.55,8.93,41.79,0.37
PRMT5,274.15,81.34,103.36,231.03,170.66,172.07,134.44,114.21,128.33
CASC4P1,0,0,0,0,0.14,0,0,0,0
SLC35E3,18.43,16.68,15.7,15.11,29.34,17.84,33.46,13.51,9.65
VN1R82P,0,0,0,0,0,0,0,0,0
BMS1P3,0,0.11,1.34,0.22,0.86,0.09,0.56,0,0
AF117829.2,0,0,0,0,0,0.44,0,0.44,0
RING1,0,0,0,0,0,0,0,0,0
MTCYBP18,0,0,0.15,0,0.15,0.12,0.25,0.72,0.38
RPS6P12,0.12,0,0,0,0,0,0,0,0
AC004870.1,0,0,0,0,0,0,0,0,0
EAF1,12.33,17.42,29.91,14.77,18.51,13.11,20.96,10.45,35.91
SCN11A,0.02,0.03,0.01,0,0,0.03,0,0.06,0.01
PPIAP35,0.23,0,0,0,0.29,0,0,0,0
AC006504.3,2.04,5.52,0.82,0.8,1.82,0.85,2.25,1.5,0.75
ZNF736,0.4,1.35,5.81,2.17,4.46,0.18,6.48,9.06,0
AL109766.1,0,0,0,0,0,0,0,0,0
RASAL1,0.08,0.28,0,0.92,1.72,0.08,1.32,2.05,8.49
SFTPD,0,0,0.15,0.18,0,0,0,0.53,1.96
AL049629.2,7.79,2.18,0.31,18.65,13.78,3.16,6.92,7.58,6.04
ARL2BP,36.13,74.6,48.39,36.08,61.55,58.16,53.77,47.09,30.05
RAD21,177.35,253.73,211.72,173.92,202.03,204.52,201.76,200.38,142.05
KPNA4,33.84,52.41,41.72,28.42,47.35,44.42,36.84,18.84,32.9
AP001889.1,0,0,0,0,0,0,0,0,0
TSC22D1,142.62,168.8,74.29,56.92,99.64,66.33,70.12,103.75,80.73
KLHL40,0,0,0,0,0,0,0,0,0.03
NPTN,128.96,123.95,49.09,80.76,70.15,81.12,71.17,93.05,217.58
REEP2,0.41,9.05,29.23,0.12,0.09,0.94,0.33,6.82,0.43
PLXNA1,57.36,113.64,35.39,124.79,104.03,20.94,49.63,8.75,14.17
Z73417.1,0,0,0,0,0.14,0,0,0,0
MCMBP,113.51,83.38,141.12,80.79,118.24,114.07,81.67,102.06,59.97
BACH1,35.4,22.1,22.69,27.4,27.4,32.85,18.02,17.51,24.28
LRP3,8.9,22.29,19.71,0.06,0.1,0.17,0.39,11.34,2.27
RPS12P2,0,0,0,0,0,0,0,0,0
MAFB,0.06,0.19,0.14,0.14,0.28,0.02,0.02,0.04,1.69
RPL21P7,0,0,0,0,0,0,0,0,0
AL355102.2,2.71,0.25,0,6.83,3.33,0,2.29,0,0
NNAT,0,0,0,0,0.08,0,0.18,0,0
GNA15,36.23,22.73,0,31.91,21.3,13.69,20.75,0.1,0.31
CHPF,36.51,34.12,33.51,45.25,39.84,22.54,53.01,32.63,18.94
DDX21,197.54,107.38,256.07,220.45,186.36,183.31,216.49,191.92,204.84
AC006335.2,0,0,0,0,0,0,0,0,0
SPDYE8P,0,0,0,0,0,0,0,0,0
TP53,57.34,4.64,0.24,91.88,80.74,111.25,81.68,58.98,2.99
PSMD7P1,0,0,0,0,0,0,0,0,0
PITPNB,104.87,100.85,85.34,102.9,85.76,87.68,80.44,49.19,95.6
AC140878.1,0,0,0,0,0,0,0,0,0
BCAM,32.48,67.34,2.13,18.71,18.61,6.73,85.17,20.71,41.31
ARID5B,4.93,6.38,55.32,6.07,4.62,7.61,5.75,2.52,1.01
CUZD1,1.38,1.79,0.96,1.2,1.72,1.47,2.09,0.92,1.02
PCDHA1,0.02,0.03,0,0.03,0,0.02,0,0.07,0.02
AC007559.1,0,0,0,0,0.56,0,0,0,0
MMS22L,22.19,34.34,26.37,30.49,38.75,45,19.98,14.12,9.7
AL355864.2,0,0,0,0,0,0,0,0,0
GPR26,0,0,0,0,0.01,0,0,0,0
TRGV3,0,0,0,0,0,0,0,0,0
SAA4,1.21,0,0,3.97,0.46,0,1.09,0,0
SLC9C2,0.01,1.79,1.49,0,0,0,0.02,0.01,0
HMGB3P22,0,0,0,0,0,0,0,0,0
AC006011.2,0,0,0.25,0,0,0.07,0,0,0
AC244216.3,0,7.71,0,0,0,0,0,1.7,0
LY6G6C,0,0,0,0,0.29,0,0.26,0.04,0
ALDH18A1,58.52,47.21,143.8,81.79,72.04,77.21,86.19,55.92,82.44
HNRNPDLP1,0,0.24,0,0,0,0,0,0,0
AL356583.1,0,0,0,0,0,0,0,0,0
LYPD6,3.23,0.1,6.64,3.32,0.13,9.04,2.35,3.6,1.26
AC104758.1,0,0,0,0,0,0,0,0,0
RTL4,0,0,0,0,0,0,0,0,0
RNPEPL1,18.6,23.57,13.83,14.91,12.02,17.8,11.76,49.22,55.79
MPHOSPH8,34.73,51.3,45.93,27.94,38.19,36.67,32.72,28.68,22.19
ALDH3A2,61.35,23.76,74.9,71.39,60.49,180.56,66.05,91.8,173.67
RAD51AP1,75.75,83.69,72.05,63.2,46.84,75.02,68.74,71.86,28.82
VPS50,12.72,16.64,13.9,13.84,7.99,13.64,15.21,11.7,9.78
RAB42,0.61,2.6,0,0.13,0.09,3.89,0.46,0.1,3.52
PBX2,0,27.64,0,10.7,5.86,0,8.8,0,0
TBC1D3B,0,0,0,0,0,0,0,0,0
PRR5L,2.04,3.2,2.06,1.42,2.85,30.56,0.44,2.37,0.56
GOLGA7,73.65,66.01,63.51,32.1,41.04,30.82,27.26,73.88,21.53
AC245047.1,0,0,0,0,0,0,0,0,0
PTPN20CP,0,0,0,0,0,0,0,0,0.12
KRTAP19-9P,0,0,0,0,0,0,0,0,0
CU633980.1,0,0,0,0,0,0,0,0,0
NRIP2,0.02,0,0.06,0,0.06,0,0.05,0,0.15
AC092718.8,0.16,0.06,0.09,0,0.13,0.1,0.11,0.02,0.12
ZNF114,2.64,0.53,1.27,0.48,0.83,6.06,0.44,0.63,14.67
LACTB,19.99,26.15,10.98,19.62,14.55,127.28,19.49,25.46,20.9
RPL37P25,0,0,0,0,0,0,0,0,0
SMYD5,39.53,24.02,31.41,34.89,32.08,34.79,27.62,28.86,36.29
SLC25A5P8,0,0,0,0,0,0,0,0,0
SRP68P3,0,0,0,0,0,0,0,0.49,0
AC135731.1,0,0,0,0,0,0,0,0,0
TMEM179,0,0,0,0,0,0,0,0,0
RNF39,1.61,0,0,0,0.05,0,0,0,0
NUTF2P7,0,0.5,0,0,0,0,0,0,0
EEF1A1P9,1.19,0.64,0.27,0.9,0.64,0.86,0.61,0.32,0.32
RPL39P18,0,10.93,0,0,0,0,0,0,0
PAK3,4.16,12.56,0.57,1.14,0.4,4.45,0.68,0.02,0.34
MCOLN3,5.16,8.67,3.62,6.84,21.96,3.51,12.93,5.7,0.26
IGHMBP2,22.84,9.27,14.44,12.33,7.75,17.58,5.78,8.4,5.55
NPM1P36,0,0,0,0,0.12,0.1,0,0.1,0
DUSP19,0.37,1.33,1.08,0.76,0.2,1.79,0.4,0.9,1.52
RALGDS,7.03,32.64,15.79,13.95,13.13,9.72,14.94,19.49,8.28
PIKFYVE,10.93,16.91,9.57,10.24,8.11,11.83,9.77,8.9,7.54
ANKRD30BL,8.07,10.01,17.62,6.59,5.74,30.94,7.33,8.02,7.8
CRYBA4,0,0,0,0,0,0,0,0,0
RPTN,0,0,0,0.18,0.04,0.02,0.17,0,0
AL138807.1,0,0,0,0,0,0,0,0,0
STMN3,68.53,77.5,1.4,22.82,39.65,4.25,20.05,26.4,1.45
GBA2,26.34,21.61,40.43,19.32,17.75,31.64,16.54,14.38,38.01
TSPAN13,98.03,11.24,31.32,57.91,43.01,15.99,28.11,6.14,43.41
OSGIN1,3.26,9.87,11.93,10.95,7.43,114.38,3.99,5.31,122.15
SZRD1,84.64,76.57,158.44,67.86,128.7,178.05,73.81,72.9,80.83
CCNG1P1,0.09,0,0,0,0,0,0,0,0
MRPL30P1,0,0,0,0,0,0,0,0,0
SPEM3,0,0,0,0,0,0,0,0,0
TUBB3,38.89,66.46,207.4,28.47,63.89,56.86,27.48,88.78,31.81
MRPL58,51.95,50.19,119.91,43.75,85.9,72.48,62.18,74.16,108.89
NEURL2,2.8,3.66,1.99,2.36,0.94,0.71,0.37,2.14,2.02
NUDT4P2,39.21,30.1,28.69,57.33,34.59,25.53,44.58,10.89,21.13
ZNF970P,0,0,0,0,0,0,0,0,0
AGGF1P10,0,0,0,0,0,0,0,0,0.04
RPL23AP49,0,0,0.09,0,0.08,0.07,0,1.43,0
RPL10P14,0,0,0,0,0,0,0,0,0
TXN2,87.39,100.14,100.59,87.08,79.4,55.56,57.54,52.77,92.87
SYT14,0.75,3.49,0.08,0.08,0.27,3.95,0.15,0.07,0.01
CNTNAP5,0,0.06,0,0.15,0.06,0.01,0.1,0.01,0
GNA14,0,0,0.07,0,0,0.05,0,0.03,0.23
GPA33,0,0,0,0.1,0.19,0.03,0.14,0.08,0
GCGR,0,0,0,0,0,0,0,0,0.14
HMGN2P46,0.58,2.82,0.41,1.57,0.51,0.97,0.29,0.68,0.76
AC079587.1,0,0,0,0,0,0.79,0,0,0
CHKB,20.78,12.91,16.88,11.91,10.05,9.53,6.32,12.97,22.36
CAV3,0,0.34,0,0,0.22,0,0,0,0
AC134879.2,2.14,0,0,2.86,0.46,4.47,0,0,0
MRPS35,101.02,99.03,47.82,167.4,115.94,89.48,154.83,111.57,122.12
AL160004.2,0,0,0,0,0,0,0,0,0
POU5F1,0,1.67,0,0,0,0.52,0.44,0.78,0.4
SPRY2,87.32,51.47,51.05,13.16,9.99,7.68,6.43,130.24,10.42
AC074051.4,0,0,0,0.12,0,0,0.1,0,0
FAM27B,15.97,7.37,23.89,1.82,1.85,8.85,4.65,15.3,0
