,DysiNKTD1_KKU213C,DysiNKTD2_KKU213C,DysiNKTD2_SSP25,iNKTD2_D131,iNKTD1,iNKTD2
ENSG00000018610,24.312917,23.799511,19.910789,24.966431,25.516144,25.592279
ENSG00000018625,0,0.018264,0.053463,0,0,0
ENSG00000018699,3.262253,6.168018,5.364676,5.347407,8.533849,8.947962
ENSG00000018869,1.909158,3.445377,2.377898,1.980587,1.207638,2.197128
ENSG00000019102,0,0,0,0,0,0
ENSG00000019144,1.518267,0.868752,5.609684,5.741441,0.204685,0.741033
ENSG00000019169,0,0,0,0,0,0
ENSG00000019186,0,0,0.707489,0,0,0
ENSG00000019485,1.411045,2.510174,0.60343,2.131154,2.574237,2.900398
ENSG00000019505,0.017666,0,0,0.264823,0,0
ENSG00000019549,0.14763,0.207213,0.212519,3.080689,0,0
ENSG00000019582,1204.951195,1595.154625,853.070226,626.021117,2250.121382,2502.990357
ENSG00000019991,0.030952,0,0,0,0,0.055514
ENSG00000019995,13.510194,15.388789,19.388179,17.925487,9.625826,12.244043
ENSG00000020129,100.627082,139.531159,55.556798,213.319469,18.30199,21.739077
ENSG00000020181,0.192078,0.039301,0.186395,0.102789,0.067448,0.088075
ENSG00000020219,0,0.053636,0,0.065886,0,0
ENSG00000020256,2.62028,6.766356,4.137236,5.799547,6.873149,9.864028
ENSG00000020426,39.374048,44.432389,50.790922,41.02918,52.830197,44.945416
ENSG00000020577,0.24978,0.256618,2.528589,2.316201,0.026501,0.129103
ENSG00000020633,309.12603,227.972564,145.6295,172.907796,130.91248,165.269997
ENSG00000020922,20.424495,16.259246,16.824348,18.965379,27.612234,16.348732
ENSG00000021300,5.63303,2.850441,2.771816,4.220206,2.059881,2.277877
ENSG00000021355,63.748273,63.565221,51.334706,43.25405,94.481805,49.942433
ENSG00000021461,0,0,0.187525,0.242336,0,0.042689
ENSG00000021488,0.23076,0.098512,0,0,0,0
ENSG00000021574,11.988394,13.406313,12.645006,11.911692,16.793567,16.729049
ENSG00000021645,0.083772,0.055189,0.008961,0.1231,0,0.024686
ENSG00000021762,6.161237,2.850883,8.560254,13.066407,0.799118,5.194871
ENSG00000021776,13.119996,17.32666,13.250016,12.997231,16.892147,23.457499
ENSG00000021826,1.076645,0.872399,1.279214,1.225082,0.827615,0.68213
ENSG00000021852,0,0,0,0,0,0
ENSG00000022267,5.915182,3.687401,11.707334,16.173008,5.070569,9.282913
ENSG00000022277,75.244516,96.637001,79.960902,86.663574,153.780744,177.247605
ENSG00000022355,0,0,0,0,0,0
ENSG00000022556,3.24621,8.733666,4.576123,7.655381,1.433116,9.280624
ENSG00000022567,19.394489,17.471457,22.678971,24.541111,9.306824,18.501507
ENSG00000022840,161.343884,232.866973,174.340172,147.497185,128.065591,169.34431
ENSG00000022976,18.239031,19.411711,22.019874,25.484686,8.400116,15.101448
ENSG00000023041,54.728718,55.77217,51.657851,64.500668,42.449544,47.415243
ENSG00000023171,178.571525,184.916292,105.889719,125.037729,47.597855,84.694642
ENSG00000023228,29.413959,28.949341,30.602755,30.739036,53.238547,46.269824
ENSG00000023287,34.680255,37.030771,37.40573,42.749702,17.651302,22.638541
ENSG00000023318,16.996157,20.666402,18.552558,15.970798,19.365755,24.184119
ENSG00000023330,20.931164,29.14061,26.383336,29.332701,48.978118,44.034049
ENSG00000023445,44.252618,54.791885,90.191712,99.487658,29.6675,102.175298
ENSG00000023516,21.251359,22.230761,24.825883,23.344024,13.141518,21.910448
ENSG00000023572,19.284268,18.194345,27.676803,20.810516,31.227322,23.462781
ENSG00000023608,3.309343,2.816943,4.862564,9.209391,4.058037,4.867801
ENSG00000023697,9.988064,20.569765,7.190199,9.505336,19.274369,19.145154
ENSG00000023734,62.767091,70.418662,59.133963,57.293883,89.134524,81.003328
ENSG00000023839,1.174962,1.143397,5.064183,1.901607,0.102191,0.323359
ENSG00000023892,276.686144,294.735888,299.213378,185.238146,155.547594,234.117233
ENSG00000023902,236.116311,265.62176,216.147814,163.762458,149.962843,181.054634
ENSG00000023909,24.49579,28.74051,29.894065,24.301635,62.636916,36.165382
ENSG00000024048,38.21581,37.050542,42.443162,35.615318,17.02258,23.817049
ENSG00000024422,0.285303,0.433334,0.757485,0.537871,0,0
ENSG00000024526,2.381398,3.439482,3.134346,3.520727,12.969401,4.88244
ENSG00000024862,40.065222,55.831701,46.644933,39.10984,36.032501,41.024366
ENSG00000025039,1.710677,0.827261,4.478054,4.249927,0.778894,0.262626
ENSG00000025156,13.38513,5.821814,22.691238,10.132022,12.986694,8.753309
ENSG00000025293,41.232511,28.971397,42.631706,48.914241,25.06765,40.563473
ENSG00000025423,1.474867,0.424046,1.498423,1.379025,1.590683,0.719921
ENSG00000025434,9.303833,9.748937,5.353396,8.425145,5.314463,4.760432
ENSG00000025708,40.256368,39.971472,60.004067,63.352546,35.837654,67.54999
ENSG00000025770,40.473705,36.220914,35.825851,45.531147,82.865813,55.204506
ENSG00000025772,9.176473,11.699869,11.678554,19.183433,17.642865,12.980024
ENSG00000025796,43.583441,49.991855,53.407736,52.088023,36.315413,36.017949
ENSG00000025800,17.091557,17.750671,22.953893,20.096114,21.14348,21.223409
ENSG00000026025,729.872316,1011.130164,812.128842,738.764472,1698.142741,1700.533305
ENSG00000026036,5.886396,4.034874,8.006093,8.918722,1.568762,2.832764
ENSG00000026103,57.777576,78.696652,64.307284,56.323968,83.642344,88.643205
ENSG00000026297,101.099658,160.441543,214.184146,213.759793,29.787998,94.713713
ENSG00000026508,699.10626,669.389241,507.373391,400.875918,189.825507,474.452053
ENSG00000026559,0.099647,0.134831,0.47208,0.564434,0.025951,0.26425
ENSG00000026652,12.444722,10.093344,5.83508,5.31385,3.641981,2.185013
ENSG00000026751,206.468607,137.532538,166.199394,318.498363,153.409473,239.89449
ENSG00000026950,407.904858,306.729937,346.221647,322.592035,63.283128,136.79144
ENSG00000027001,4.010799,2.197145,2.220991,3.999005,4.165609,7.463989
ENSG00000027075,136.578502,135.243058,112.532235,115.366881,147.839917,134.690169
ENSG00000027644,0.891155,0.266296,0.427851,1.46951,0,0.014011
ENSG00000027697,73.199187,60.92242,116.434825,111.471662,57.985058,92.873957
ENSG00000027847,20.391371,19.022859,20.945492,19.914538,8.709081,22.64805
ENSG00000027869,387.255091,335.764846,178.722668,231.585168,160.284326,135.760012
ENSG00000028116,8.823305,13.396394,7.529486,8.194148,20.6643,17.666737
ENSG00000028137,203.135321,183.325059,134.4696,212.21781,221.728273,250.472473
ENSG00000028203,41.235821,42.325906,36.031366,51.156379,31.739516,35.896383
ENSG00000028277,28.847743,22.398821,26.392732,20.869232,14.863809,26.47947
ENSG00000028310,42.342302,44.038263,43.295559,55.594566,24.550439,39.254474
ENSG00000028528,96.082173,100.567957,93.43807,101.136331,98.455382,115.902014
ENSG00000028839,41.165974,38.871269,37.701391,43.049,51.739479,45.836168
ENSG00000029153,8.804607,12.373109,11.705379,11.270685,28.070277,27.553455
ENSG00000029363,91.141783,116.772531,74.998421,94.033857,100.540474,104.226046
ENSG00000029364,20.84221,18.442041,21.708918,21.640682,33.265669,28.347069
ENSG00000029534,16.473572,16.57246,6.957937,6.99804,7.791111,7.56052
ENSG00000029559,0,0,0,0,0,0
ENSG00000029639,13.55305,15.59231,14.380755,14.365169,10.056492,12.782511
ENSG00000029725,29.375305,37.158125,43.047006,33.725811,33.021822,32.700237
ENSG00000029993,12.807765,24.601339,30.847954,29.492439,73.446401,40.791999
ENSG00000030066,14.39394,19.812751,17.019237,16.78515,27.856353,21.139751
ENSG00000030110,51.524609,47.624517,50.054432,38.708109,74.529473,60.524881
ENSG00000030304,0,0,0,0,0,0
ENSG00000030419,18.00234,11.226874,16.408457,22.133291,14.632772,12.506597
ENSG00000030582,50.935568,41.845732,86.990822,94.747551,46.626673,63.672383
ENSG00000031003,31.313262,38.178,33.670097,41.256098,25.988997,37.12374
ENSG00000031081,1.944384,2.11824,2.577169,3.778446,1.829664,5.887189
ENSG00000031691,4.148629,5.612149,5.766024,5.752775,26.284474,10.400274
ENSG00000031698,92.535393,107.48103,122.437649,105.81557,117.287388,127.381979
ENSG00000031823,64.548321,73.389307,84.682824,71.996472,68.383603,80.84389
ENSG00000032219,45.247985,33.893676,62.938573,54.01589,19.834683,25.572425
ENSG00000032389,18.262382,22.644973,15.172176,16.766279,36.598435,29.360283
ENSG00000032444,127.5082,139.32382,125.670443,144.629697,94.362057,123.595901
ENSG00000032742,7.507283,7.224817,10.099665,7.232236,5.36568,6.043043
ENSG00000033011,10.482574,14.394179,8.593931,12.406221,21.425634,21.820579
ENSG00000033030,40.986231,36.796454,47.096434,38.447984,26.663999,29.978226
ENSG00000033050,17.210328,14.874796,18.5776,19.774284,23.365682,28.980222
ENSG00000033100,41.586838,41.601012,35.825467,42.034196,29.515968,50.523516
ENSG00000033122,0,0.02785,0,0,0,0
ENSG00000033170,41.09292,63.755311,60.336537,54.425,84.152428,95.498251
ENSG00000033178,36.788375,30.216083,45.296189,39.822241,41.984551,19.763144
ENSG00000033327,16.601995,24.339452,18.719201,25.911053,7.143682,16.442547
ENSG00000033627,21.284781,13.15881,37.202426,32.859096,2.228607,8.011258
ENSG00000033800,40.891347,35.690521,31.858775,34.275108,23.726832,27.691653
ENSG00000033867,76.514032,106.144225,119.201761,97.15046,68.734297,73.548977
ENSG00000034053,0.626601,0.993871,0.859556,1.139479,0,0.597317
ENSG00000034152,79.448082,62.484448,62.316566,53.785624,65.994492,61.145163
ENSG00000034239,0,0,0,0,0,0
ENSG00000034510,2126.451302,2855.755378,2672.450204,3584.814351,8213.870942,5873.528761
ENSG00000034533,8.530784,12.523677,11.072739,9.847428,7.647573,11.628733
ENSG00000034677,223.224137,137.011909,174.151258,145.179307,55.697878,71.805755
ENSG00000034693,13.097128,14.96178,11.572788,11.813667,13.113065,12.361144
ENSG00000034713,130.057485,149.501492,149.90408,152.288043,104.857747,122.268131
ENSG00000034971,0,0,0,0,0.027589,0
ENSG00000035115,24.203599,22.281024,16.513195,29.785242,6.801592,8.849125
ENSG00000035141,36.472882,48.757165,28.760235,39.559817,41.951448,34.220174
ENSG00000035403,8.028254,13.684849,13.172915,17.034037,16.524612,26.135944
ENSG00000035499,7.629687,7.689679,5.600508,9.292063,36.102527,16.860222
ENSG00000035664,63.013772,60.601053,115.807298,67.90896,9.458061,11.109141
ENSG00000035681,59.788019,64.276842,59.482854,64.649722,41.126029,59.992025
ENSG00000035687,36.987573,49.434244,44.321598,44.473979,41.403496,52.972264
ENSG00000035720,8.563989,24.770855,25.668236,25.776643,16.265433,45.899349
ENSG00000035862,3.584464,6.240254,12.630075,8.63896,0.194138,1.459585
ENSG00000035928,31.16015,35.049593,37.891852,40.796879,53.554974,47.668032
ENSG00000036054,15.839366,18.574022,20.695689,19.786251,16.35572,21.522264
ENSG00000036257,38.008851,47.590371,47.621582,47.405559,42.511425,47.575714
ENSG00000036448,1.066787,0.196997,0.868108,0.150867,1.528734,3.245362
ENSG00000036473,0,0,0,0,0,0
ENSG00000036530,0.27861,0.407264,0.186279,0.837003,0.055867,0.064061
ENSG00000036549,24.498933,20.673864,25.249005,17.465201,22.386623,23.591365
ENSG00000036565,0.396668,0.123144,0,0,0.622384,0.313454
ENSG00000036672,2.856174,0,0.255979,0.771198,0.140032,0.717076
ENSG00000036828,4.188549,3.144446,2.508985,2.784627,0.89065,1.812191
ENSG00000037042,7.127052,3.303887,13.345552,16.065944,3.197708,1.478129
ENSG00000037241,16.107588,21.805509,12.206341,15.70571,56.293757,38.319931
ENSG00000037280,5.160098,1.139297,8.386609,5.020155,0.630541,2.251496
ENSG00000037474,70.714706,50.146212,62.566219,67.262546,59.231931,65.955742
ENSG00000037637,12.395634,12.784471,16.212641,14.907032,14.567848,17.618025
ENSG00000037749,17.014511,19.968463,18.136695,28.454277,22.654403,26.513885
ENSG00000037757,88.226835,80.26772,133.197155,114.588993,35.687771,52.764935
ENSG00000037897,0.555141,1.368495,2.089942,3.815628,6.877815,3.308225
ENSG00000037965,0,0,0.182761,0.285506,0,0
ENSG00000038002,81.542509,60.18229,58.543186,54.824143,20.214257,78.178206
ENSG00000038210,15.648842,11.855951,22.99259,13.880919,35.349663,17.280195
ENSG00000038219,55.578468,46.945058,43.112436,39.652141,18.157406,34.761228
ENSG00000038274,136.935348,166.455503,157.282099,144.615758,122.973661,148.390805
ENSG00000038295,0,0,0,0,0,0
ENSG00000038358,66.895519,67.217413,70.414937,51.159178,40.883962,50.766224
ENSG00000038382,1.670851,0.876399,5.522788,11.725684,1.204151,0.906001
ENSG00000038427,0.397512,0.330846,0.072297,1.939443,0,0.043316
ENSG00000038532,16.174115,16.710234,16.730131,15.530693,11.080339,15.807256
ENSG00000038945,0,0,0.555894,0,0,0
ENSG00000039068,1.733375,1.245933,3.779364,0.727441,0.054855,0.133011
ENSG00000039123,35.677417,46.123738,54.284815,40.728459,54.920235,47.663695
ENSG00000039139,0.094594,0,0.222266,0.686327,0,0
ENSG00000039319,18.783588,18.472219,28.617378,13.457738,5.929523,8.492672
ENSG00000039523,22.768196,19.578287,27.803253,38.623923,6.797781,22.041122
ENSG00000039537,0,0,0,0,0,0
ENSG00000039560,0.84413,0.640791,3.373133,29.18213,0.441255,0
ENSG00000039600,0.144128,0.107883,0.151052,0.150973,0.033711,0.090273
ENSG00000039650,121.933251,148.208791,120.199976,140.852639,53.519972,125.692778
ENSG00000039987,0.104492,0.046019,0.090317,0,0,0
ENSG00000040199,5.509156,3.388383,7.861271,5.570479,3.660686,3.527852
ENSG00000040275,17.643249,13.136696,9.849127,14.58844,46.732881,21.41554
ENSG00000040341,43.047045,42.578358,73.960365,51.636161,45.409069,41.602311
ENSG00000040487,8.465239,9.604156,10.240848,11.047072,9.165899,13.362876
ENSG00000040531,15.522713,18.490994,21.852617,18.041977,20.822912,22.845759
ENSG00000040608,3.3099,2.777724,3.624346,4.219127,5.562376,4.915364
ENSG00000040633,39.061139,45.734752,39.605596,47.219043,52.558549,66.980207
ENSG00000040731,0.066436,0,0,0,0,0
ENSG00000040933,107.613234,89.667725,124.83141,109.332324,83.341091,107.929168
ENSG00000041353,1.634995,1.760481,6.445672,7.005157,3.468562,12.979574
ENSG00000041357,138.972672,165.17528,151.936894,160.430377,423.358941,268.273763
ENSG00000041515,0.12071,0,0.267428,0.129659,0,0
ENSG00000041802,19.149357,54.07313,41.826839,49.152265,25.981795,45.797903
ENSG00000041880,13.293559,15.541798,17.437862,15.362387,5.822945,8.149713
ENSG00000041982,0.057333,0.058099,0.31425,4.178576,0.05406,0.043424
ENSG00000041988,21.115884,23.58351,27.102659,27.35169,15.375474,20.402439
ENSG00000042062,0.296676,0.217721,0.32909,1.398208,0.08819,0.139121
ENSG00000042088,32.039506,24.594911,29.087215,31.132794,49.297664,34.916966
ENSG00000042286,4.624867,4.458894,5.399859,7.562853,8.364006,5.615706
ENSG00000042304,0,0,0.047001,0.117481,0.031955,0
ENSG00000042317,3.052806,2.683715,1.446374,3.369458,2.3771,1.216724
ENSG00000042429,30.661395,35.292025,38.821197,35.343192,26.180145,32.289878
ENSG00000042445,42.374173,35.367156,43.634606,40.557253,23.838758,35.686766
ENSG00000042493,145.691858,309.586855,204.305592,137.269795,74.636079,318.902024
ENSG00000042753,63.078166,65.940986,60.45292,95.05012,162.22534,123.270061
ENSG00000042781,0,0,0,0,0,0
ENSG00000042813,0,0,0,0,0,0
ENSG00000042832,0.546664,0.955361,1.36398,0.996102,0.02475,0.295888
ENSG00000042980,0,0,1.389016,1.054628,0,0.158446
ENSG00000043039,0.101054,0.200843,0.118116,0.34439,0.080447,0.071821
ENSG00000043093,26.86193,29.690237,31.711747,34.845649,37.866912,39.074761
ENSG00000043143,60.472564,61.06998,63.819042,55.636352,49.885673,55.957672
ENSG00000043355,0.189958,0.194948,0.490172,2.439378,0.092998,0
ENSG00000043462,411.625729,426.531398,453.046027,377.238413,323.35724,492.613489
ENSG00000043514,9.891488,10.869245,9.570867,12.400123,9.780753,8.833131
ENSG00000043591,0.132975,0.146231,1.315829,0.750461,0.039063,0
ENSG00000044012,0,0,0,0,0,0
ENSG00000044090,8.697583,8.622059,9.180108,12.459249,5.794689,6.072203
ENSG00000044115,51.50183,47.813898,49.946526,59.969316,51.469742,62.901783
ENSG00000044446,31.510435,28.238163,29.237775,23.54933,9.818832,16.362272
ENSG00000044459,0,0,0.1295,0.195067,0.057187,0.07447
ENSG00000044524,0,0,0,0.049927,0,0.029662
ENSG00000044574,122.709377,209.413782,181.131842,175.938791,201.734333,217.677516
ENSG00000046604,1.239192,0.737217,2.835332,2.188464,0.100046,0.158299
ENSG00000046647,14.669619,19.185714,22.151372,17.403964,10.64527,17.314719
ENSG00000046651,69.503596,57.792035,95.378513,76.17231,17.522609,41.645773
ENSG00000046653,0.046661,0,0,0.030707,0,0.022493
ENSG00000046774,0,0.131437,0.171898,0,0,0
ENSG00000046889,0,0.007229,0,0,0,0
ENSG00000047056,27.337998,21.676451,30.098511,25.91769,16.721729,23.015007
ENSG00000047188,24.587226,18.938666,23.139925,22.339308,13.52229,20.366437
ENSG00000047230,5.22646,3.707883,4.078318,3.861553,1.963229,2.328283
ENSG00000047249,17.481701,22.845075,26.180359,22.765263,29.998235,28.73445
ENSG00000047315,90.643188,84.199251,129.363501,89.246831,87.831102,83.350254
ENSG00000047346,131.020445,142.677645,120.012376,106.911628,32.109947,57.271253
ENSG00000047365,69.076331,54.457662,108.945801,95.773622,34.779596,53.116298
ENSG00000047410,73.694555,80.520213,77.591286,65.257622,50.87568,72.450457
ENSG00000047457,0,0,0.050268,0.218401,0,0.067499
ENSG00000047578,18.709316,12.605054,12.970622,11.258998,5.062281,14.285848
ENSG00000047579,13.107671,15.673044,16.905532,18.964897,19.823668,20.732834
ENSG00000047597,0.069738,0.076613,0.104621,0.056,0.102376,0
ENSG00000047617,0.050113,0,0,0,0,0
ENSG00000047621,13.336499,12.14117,13.695641,16.18202,17.663702,19.028268
ENSG00000047634,3.512977,0.503379,2.703434,1.022203,0.124325,0.169069
ENSG00000047644,46.402735,47.474263,37.33543,45.425519,23.622812,38.088681
ENSG00000047648,0,0,0.11106,0.095107,0,0
ENSG00000047662,0.040697,0.035758,0.279003,0.101636,0,0.021325
ENSG00000047849,76.868914,74.69136,97.236465,63.472343,52.041148,76.825191
ENSG00000047932,33.387433,35.403442,36.998742,36.952161,21.503124,27.521923
ENSG00000047936,0,0,0.113372,0,0,0
ENSG00000048028,65.978304,67.061814,79.482017,93.757511,58.142976,55.470287
ENSG00000048052,0.106152,0.185344,1.251461,0.720812,0.37099,0.364966
ENSG00000048140,48.504291,45.249934,56.543657,54.269667,59.672192,68.19716
ENSG00000048162,10.47886,10.223646,8.172317,11.489595,29.296559,16.822597
ENSG00000048342,1.080475,0.873258,0.585171,1.265463,0.125314,0.599403
ENSG00000048392,50.051276,39.51625,51.902094,57.991735,32.707619,46.987135
ENSG00000048405,36.667566,30.928846,45.003181,34.75281,23.29422,26.738739
ENSG00000048462,0,0,0,0,0,0
ENSG00000048471,8.152601,6.951032,7.64576,6.269448,10.795588,5.982157
ENSG00000048540,0,0,0,0,0,0
ENSG00000048544,21.71364,25.990032,17.963809,25.159365,38.421473,32.836321
ENSG00000048545,0,0,0,0,0,0
ENSG00000048649,45.28684,37.753368,48.794693,50.47974,26.449821,32.177198
ENSG00000048707,40.44101,27.644671,42.81222,39.153398,12.007217,21.698151
ENSG00000048740,94.924185,108.116214,98.383509,84.759751,115.88524,121.217103
ENSG00000048828,89.55438,103.225763,82.301325,79.643494,127.554846,112.745103
ENSG00000048991,29.167345,33.667565,31.827048,28.096348,35.175649,31.460555
ENSG00000049089,2.374537,3.964456,5.927517,7.180759,5.301395,5.7935
ENSG00000049130,0.052494,0.064852,0.225899,1.230484,0,0
ENSG00000049167,5.769024,5.381729,4.11055,7.733832,7.058148,7.099081
ENSG00000049192,4.904119,2.140588,3.10972,1.881048,0.781277,0.452937
ENSG00000049239,22.722019,16.521075,21.739856,20.120322,9.396043,15.290489
ENSG00000049245,43.361202,46.075301,58.88215,30.471136,22.854745,44.561262
ENSG00000049246,1.462024,1.799124,2.045187,0.8817,0.794009,1.081198
